UTM 10X10,COUNTRY,Tmax30-REM 1971-2000,Tmax30nd5d-REM 1971-2000,TmaxAvemin-REM 1971-2000,TmaxAvemin5d-REM 1971-2000,Tmax30-WRA 1971-2000,Tmax30nd5d-WRA 1971-2000,TmaxAvemin-WRA 1971-2000,TmaxAvemin5d-WRA 1971-2000,Tmax30-WRB 1971-2000,Tmax30nd5d-WRB 1971-2000,TmaxAvemin-WRB 1971-2000,TmaxAvemin5d-WRB 1971-2000,Tmax30-PRO 1971-2000,Tmax30nd5d-PRO 1971-2000,TmaxAvemin-PRO 1971-2000,TmaxAvemin5d-PRO 1971-2000,Tmax30-MM5 1971-2000,Tmax30nd5d-MM5 1971-2000,TmaxAvemin-MM5 1971-2000,TmaxAvemin5d-MM5 1971-2000,PrAvemax-REM 1971-2000,PrAvemax5d-REM 1971-2000,Pr1mm-REM 1971-2000,Pr1mm5d-REM 1971-2000,PrAvemax-WRA 1971-2000,PrAvemax5d-WRA 1971-2000,Pr1mm-WRA 1971-2000,Pr1mm5d-WRA 1971-2000,PrAvemax-WRB 1971-2000,PrAvemax5d-WRB 1971-2000,Pr1mm-WRB 1971-2000,Pr1mm5d-WRB 1971-2000,PrAvemax-PRO 1971-2000,PrAvemax5d-PRO 1971-2000,Pr1mm-PRO 1971-2000,Pr1mm5d-PRO 1971-2000,PrAvemax-MM5 1971-2000,PrAvemax5d-MM5 1971-2000,Pr1mm-MM5 1971-2000,Pr1mm5d-MM5 1971-2000,Hum-relat-REM 1971-2000,Hum-relat-WRA 1971-2000,Hum-relat-WRB 1971-2000,Hum-relat-PRO 1971-2000,Hum-relat-MM5 1971-2000,Tmax30-REM 2021-2050,Tmax30nd5d-REM 2021-2050,TmaxAvemin-REM 2021-2050,TmaxAvemin5d-REM 2021-2050,Tmax30-WRA 2021-2050,Tmax30nd5d-WRA 2021-2050,TmaxAvemin-WRA 2021-2050,TmaxAvemin5d-WRA 2021-2050,Tmax30-WRB 2021-2050,Tmax30nd5d-WRB 2021-2050,TmaxAvemin-WRB 2021-2050,TmaxAvemin5d-WRB 2021-2050,Tmax30-PRO 2021-2050,Tmax30nd5d-PRO 2021-2050,TmaxAvemin-PRO 2021-2050,TmaxAvemin5d-PRO 2021-2050,Tmax30-MM5 2021-2050,Tmax30nd5d-MM5 2021-2050,TmaxAvemin-MM5 2021-2050,TmaxAvemin5d-MM5 2021-2050,PrAvemax-REM 2021-2050,PrAvemax5d-REM 2021-2050,Pr1mm-REM 2021-2050,Pr1mm5d-REM 2021-2050,PrAvemax-WRA 2021-2050,PrAvemax5d-WRA 2021-2050,Pr1mm-WRA 2021-2050,Pr1mm5d-WRA 2021-2050,PrAvemax-WRB 2021-2050,PrAvemax5d-WRB 2021-2050,Pr1mm-WRB 2021-2050,Pr1mm5d-WRB 2021-2050,PrAvemax-PRO 2021-2050,PrAvemax5d-PRO 2021-2050,Pr1mm-PRO 2021-2050,Pr1mm5d-PRO 2021-2050,PrAvemax-MM5 2021-2050,PrAvemax5d-MM5 2021-2050,Pr1mm-MM5 2021-2050,Pr1mm5d-MM5 2021-2050,Hum-relat-REM 2021-2050,Hum-relat-WRA 2021-2050,Hum-relat-WRB 2021-2050,Hum-relat-PRO 2021-2050,Hum-relat-MM5 2021-2050
NE13,PORTUGAL,7.07,0.33,34.77,2.13,0.6,0,54.77,4.3,0.23,0,59.9,4.97,22.47,1.6,49.23,2.93,0.5,0,44.63,2.97,80.73,5.47,238.1,34.67,79.5,4.33,243.37,33.97,82.27,5.17,223.4,28.33,89.97,6.4,232,31.73,72.4,2.77,263.5,37.33,77.29,84.18,80.05,78.71,75.77,11.17,0.37,40.5,2.7,2.07,0.03,57.13,4.6,0.8,0,63.7,5.13,32,2.23,49.37,2.93,0.93,0,52.13,4.33,76.63,4.93,247.3,36.37,76.97,4.17,247.47,35.17,80.4,4.13,228.93,29.17,86.37,5.8,239.07,33.2,89.13,2.73,235.43,28.2,77.94,84.4,80.56,79.3,76.39
NE14,PORTUGAL,2.17,0,36.7,2.43,0.3,0,67.23,6.23,0,0,76.17,7.5,22.4,1.6,53.73,3.87,0.67,0,42,2.63,82.07,5.83,237.1,34.57,79.37,4.53,243.57,34.33,82,5.03,222.03,27.83,90.33,6.63,232.77,32.07,73,2.83,261.87,36.9,77.49,85.59,80.86,78.5,75.5,4.83,0.07,42.77,2.93,0.6,0,72.23,6.8,0.23,0,82,8.17,32,2.23,55.67,3.5,1.23,0,49.27,3.87,77.93,5.2,246.93,36.47,77.23,4.17,246.53,34.93,79.9,4.03,227.47,28.6,86.07,5.97,241.7,33.53,88.63,2.77,235.47,28.2,78.18,85.81,81.38,79.12,76.14
NE11,PORTUGAL,17.8,0.93,29.8,1.77,3.47,0,42.27,2.6,2.17,0,42.8,2.57,41.03,3.7,36.63,1.6,2.97,0.03,33.27,1.7,80.53,5.23,243.1,35.1,78.8,4.17,243.87,34.17,82.3,5.07,223.67,28.6,88.83,5.9,233.47,31.53,71.33,2.57,264.8,37.37,76.68,82.38,79.01,78.67,74.8,23.5,1.37,34.27,1.87,6.83,0.13,43.93,2.5,5.4,0.07,45.97,2.7,47.13,4,36.67,1.57,5.43,0.1,37.93,2.23,76.4,4.8,252.33,37.27,76.93,4.07,248,34.93,79.97,4.63,229.77,29.3,85.07,5.53,240.97,33.97,89.97,2.63,235.07,28.47,77.15,82.59,79.49,79.16,75.44
NE12,PORTUGAL,15.27,0.77,31.57,1.8,2.23,0,43.73,2.8,1.33,0,44.83,2.73,28.53,2.47,42.1,2.1,0.63,0,43.57,3,79.97,5.13,239.63,34.63,79.4,4.27,242.63,33.63,82.7,5,223.43,28.5,89.27,6.17,232.43,31.33,71.8,2.73,264.27,37.47,77.07,82.64,79.15,78.5,75.75,19.5,1.1,36.47,2.07,5.17,0.13,45.83,2.8,3.8,0.07,48.27,3.03,33.9,2.33,41.53,2,1.23,0,50.77,4.13,75.7,4.7,248.37,36.37,77.4,4.2,246.67,34.67,80.97,4.6,229.73,29.2,85.83,5.73,239.8,33.57,88.53,2.47,236.63,28.3,77.65,82.87,79.65,79.04,76.36
ND19,PORTUGAL,25.17,1.53,25.57,1.13,12.33,0.57,35.03,1.67,9.8,0.33,34.53,1.77,40.5,3.63,37.03,1.6,15.5,0.63,19.73,0.67,78.73,5.2,248.73,36.4,78.6,4.47,251.4,37,82.27,5.23,238.73,33.73,88.37,6.13,230.4,31.5,70.7,2.4,267.73,38.37,76.42,80.45,77.2,80.38,73.25,32.5,2.37,30.57,1.4,18.13,0.93,34.93,1.33,14.47,0.6,38.2,1.73,46.37,4,36.73,1.67,18.93,0.77,21.47,0.67,75.2,4.47,259.2,38.57,76.57,4.4,256.03,37.9,79.53,4.67,244.93,35.17,85.9,5.93,237.57,33.7,89.2,2.53,235.37,28.4,76.64,80.56,77.64,80.76,73.91
NE10,PORTUGAL,23.23,1.4,27.97,1.27,5.3,0.03,41.43,2.57,3.47,0,41.6,2.43,36.47,3.17,38.53,1.8,10.4,0.3,25.67,1.1,79.67,5.2,246.1,35.87,79.27,4.33,246.9,35.8,82.87,5.27,231.17,31.27,89.17,6.17,231.27,31.73,70.93,2.43,266.53,38,76.32,81.94,78.47,79.77,73.71,29.67,1.97,32.5,1.7,9.37,0.3,42,2.37,7.77,0.23,45.07,2.87,42.87,3.67,37.97,1.73,13.83,0.47,27.27,1.07,75.93,4.43,256.2,37.77,77.63,4.4,251.47,36.83,80.23,4.77,237.2,32.43,85.73,5.87,238.97,33.87,90.03,2.6,235.17,28.4,76.69,82.09,78.92,80.21,74.38
ND17,PORTUGAL,35.07,2.7,19.5,0.63,23.7,1.77,22.2,0.63,20.13,1.23,24.73,0.93,54.4,5.67,35.33,1.57,22.93,1.13,12.37,0.3,72.4,3.77,266.67,40.43,77.27,4.37,255.07,37.93,80.13,5.17,247.9,36.73,87.47,6.13,232.53,32.83,69.1,2.23,272.67,39.5,76.94,79.17,75.35,80.46,73.11,45.03,3.9,24.2,0.7,28.43,2,19.83,0.4,24.3,1.53,26.13,0.87,63.27,6.67,34.77,1.47,26.97,1.57,13.9,0.23,68.37,3.07,275.07,42.13,75.43,4,261.37,39.37,77.63,4.13,254.7,37.87,84.73,5.9,240.53,34.73,87.33,2.43,238.7,29.57,76.82,79.26,75.79,80.74,73.69
ND18,PORTUGAL,29.07,2.03,22.63,0.83,20.73,1.3,28.33,1.17,16.27,0.93,28.5,1.27,51.5,5.37,35.6,1.37,18.9,0.9,15.43,0.37,77.3,4.83,253.87,38.1,76.8,4.23,255.37,37.77,80.63,5.03,244.9,35.47,88.07,6.03,229.8,31.73,70.43,2.37,269.5,38.87,76.77,79.22,75.97,80.37,73.19,37.03,2.97,26.87,0.97,25.47,1.77,27.17,0.73,21.33,1.13,30.47,1,62.07,6.5,35.17,1.43,22.77,1.13,17.2,0.5,73.5,4.17,264.87,40.63,75.43,4.03,259.87,38.57,77.8,4.03,251.47,37.03,85.23,5.8,237.93,33.97,88.43,2.47,236.33,28.7,76.81,79.31,76.4,80.7,73.81
ND15,PORTUGAL,50.6,5.1,18.13,0.5,31.1,2.57,14.93,0.27,27.5,1.93,20.13,0.6,63.2,7.3,34.83,1.53,29.6,1.77,11.47,0.3,71.43,3.17,268.53,40.43,75.13,4.1,259.87,38.73,78.57,4.53,255.73,37.97,85.53,5.93,242.53,35.57,66.27,2.1,280.4,41.4,73.54,78.84,74.03,80.4,71.89,64.37,6.9,22.1,0.57,35.57,2.8,12.6,0.1,31.9,2.27,20.63,0.53,71.87,8.07,34.17,1.3,34.87,2.37,12.17,0.2,68.6,2.77,278.03,42.73,73.5,3.87,268.4,40.83,76,3.73,263.43,39.93,81.7,5.37,249.6,36.7,84.13,2.13,247.7,31.33,73.26,78.92,74.49,80.6,72.43
ND16,PORTUGAL,42.33,3.87,18.5,0.53,27.8,2.17,17.87,0.47,24.63,1.6,22,0.77,58.53,6.43,35.4,1.63,25.73,1.4,11.7,0.3,73.03,3.77,266.13,40.07,76.2,4.03,257.77,38.3,79.6,4.77,251.77,37.2,86.8,6.33,237.4,34.5,67.83,2,276.5,40.37,75.21,79.13,74.8,80.95,72.49,54.33,5.1,23.13,0.67,32.03,2.37,15.87,0.23,28.6,2,22.83,0.63,66.27,7.17,35,1.43,30.67,1.97,12.9,0.23,68.5,2.83,275.93,42.27,74.47,3.87,265.5,40.3,76.47,3.87,258.53,38.77,82.5,5.67,244.63,35.63,85.77,2.23,242.2,30.1,75,79.23,75.26,81.16,73.05
ND13,PORTUGAL,57.4,6.13,16.3,0.47,38.17,3.6,10.57,0.17,35.23,2.87,16.07,0.4,71.83,9.1,32.57,1.27,36.17,2.67,9.9,0.27,71.43,3.33,271.27,41.2,73.4,3.53,267.67,40.3,75.5,3.67,264.73,39.57,76.9,4.33,261.2,39.6,64.2,1.83,284.8,42.4,72.44,77.95,72.25,78.82,70.86,71.97,8.17,20.37,0.4,43,3.63,8.07,0.07,40.13,3.3,16.03,0.33,79.97,9.57,31.8,1.27,43.37,3.23,10.43,0.17,66.83,2.67,280.6,43.3,71.97,3.33,274.97,42.07,73.57,3.6,271.03,41.1,72.77,3.6,268.8,40.77,82.33,1.93,255.03,32.9,72.08,77.96,72.71,78.98,71.38
ND14,PORTUGAL,55.53,5.87,16.77,0.43,34.17,3.03,12.4,0.23,31.03,2.37,18.37,0.57,67.07,8.23,33.8,1.3,32.8,2.17,10.7,0.27,71.23,3.17,271,41.03,75.33,4.17,262.63,39.43,77.3,4.4,259.57,38.9,82.43,5.3,248.5,36.83,64.37,1.87,282.77,42.03,72.8,78.38,73.12,79.5,71.35,69.7,7.7,21.43,0.5,39.03,3.13,10.1,0.07,35.83,2.87,18.43,0.47,75.4,8.63,33.4,1.33,39.47,2.73,11.5,0.17,67.27,2.57,279.7,43.07,73.6,3.9,271.37,41.5,75.4,3.73,266.57,40.13,78.97,4.83,256.57,38.23,82.93,2,252.73,32.53,72.46,78.42,73.57,79.69,71.88
ND11,PORTUGAL,61.47,6.87,16.13,0.57,43.17,4.3,9.4,0.13,40.97,3.53,15.57,0.43,79,10.3,30.27,1.17,41.27,3.43,9.27,0.23,70.2,3.27,272.7,41.27,73.33,3.8,269.53,40.73,75.77,3.73,265.07,39.7,71.9,3.4,268.87,41.03,62.1,1.5,288.9,43.73,71.67,77.29,71.33,77.83,69.99,76.47,9.07,20.33,0.43,48.93,4.87,7.07,0.07,45.9,3.93,15.33,0.37,88.53,11.27,29.37,1.03,50.67,4.43,9.27,0.17,65.8,2.77,282.97,44.13,72.3,3.57,276.5,42.37,73.17,3.37,272.47,41.73,69.6,3.1,277.8,42.6,80.13,1.87,260.3,33.7,71.26,77.29,71.74,77.83,70.49
ND12,PORTUGAL,60.93,6.5,16.07,0.5,40.03,3.9,9.6,0.13,37.73,3.2,15.23,0.4,75.57,9.83,31.53,1.23,39.37,3.17,9.7,0.27,69.4,2.8,275.03,41.57,73.23,3.6,268.87,40.47,75.93,3.7,265,39.47,75.57,4.07,264.3,40.1,61.93,1.67,287.83,43.5,71.81,77.64,71.78,78.42,70.38,76,8.8,20.13,0.4,45.73,4.33,7.47,0.07,42.8,3.6,15.5,0.3,84.77,10.7,30.83,1.23,47.3,3.9,9.5,0.17,65.3,2.4,284.7,43.97,71.87,3.33,276.87,42.47,73.53,3.5,272.57,41.6,71.73,3.6,272.77,41.47,80.13,1.67,259.83,33.83,71.4,77.66,72.23,78.5,70.89
NC19,PORTUGAL,60.2,6.9,17.8,0.6,49.03,5.3,9.13,0.17,46.73,4.63,15.63,0.47,80.9,10.83,30.07,1.13,46.33,4.1,9.9,0.33,68.27,3.5,273.17,41.87,71.1,3.6,271.67,41.5,74.67,3.5,265.77,39.87,72.2,3.83,266.27,40.63,59.67,1.3,291.8,44.4,71.2,76.61,70.68,77.42,69.06,75.17,9.13,21.3,0.53,55.73,5.93,7.03,0.07,53.1,5.37,15.47,0.27,91.47,12.23,28.1,0.93,56,5.53,9.4,0.17,64.17,3.13,283.17,44.73,71.37,3.17,278.63,42.6,73,3.5,273,41.53,69.07,3.6,275.27,42.1,78.63,1.83,264.87,34.5,70.83,76.56,71,77.33,69.55
ND10,PORTUGAL,60.4,6.8,17.1,0.57,47.03,5.03,9.1,0.17,45.13,4.23,16.07,0.53,82.2,10.83,29.8,1.2,43.9,3.77,8.87,0.23,69.57,3.5,271.7,41.47,72.53,3.8,270.83,41.03,75.4,3.63,265.37,39.67,67.47,2.6,278.13,42.8,60.9,1.33,290.27,44.17,71.47,76.87,70.77,77.22,69.6,75.7,9.07,20.53,0.43,53.9,5.63,7.1,0.07,50.83,4.87,15.97,0.4,92.57,12.33,28.47,0.9,53.47,4.8,8.9,0.17,65.93,3.07,282.93,44.43,71,3.23,278.17,42.1,73.07,3.47,271.77,41.43,64.03,2.43,286.2,44.17,79.47,1.93,261.87,33.87,71.08,76.79,71.12,77.15,70.09
NB21,PORTUGAL,46.77,4.67,30.13,1.57,20.33,1.3,20.43,0.6,13.97,0.67,28.27,1.3,72.07,8.97,36.5,1.87,3.5,0.2,50.17,4.03,58.73,3,290.3,47.1,65.43,3.63,286.4,46.37,70.77,3.47,276.73,43.37,65.77,3.57,276.97,43.93,56.07,1.7,298.8,46.73,72.04,77.97,73.89,79.32,71.65,62.23,6.53,34.83,2.13,30.33,2,16,0.3,22.8,1.37,27.63,1.2,88.33,11.67,35.4,1.5,9.5,0.37,53.03,4.7,56.03,2.83,299.47,48.07,63.83,3.33,295.03,47.4,68.9,4.23,285.8,45.4,60.23,3.43,289.23,46,77,2.3,264.13,35,71.32,77.65,73.68,78.72,71.81
NB22,PORTUGAL,58.47,6.57,23.67,1.07,12.3,0.67,30.07,1.23,8.9,0.5,39.67,2.23,65.83,8.17,38.07,2.03,9.57,0.37,35.9,2.27,61.23,3.3,285.03,46.1,65,3.77,281.4,45.17,69.47,3.77,270.1,42.1,68.6,3.83,270.37,42.4,57.07,1.93,296.4,46,72.22,79.53,75.29,80,70.84,74.53,8.43,28.2,1.13,20.13,1.3,26.3,0.97,16.8,1.07,39.33,2.4,82.5,10.27,36.83,1.6,20.33,1.4,37.17,2.33,58.23,3.07,293.8,46.9,63.47,3.47,289.9,46.23,67.7,4.23,280.07,44.47,63.17,3.6,282.17,44.43,78.47,2.53,260.5,34,71.41,79.22,75.16,79.56,70.97
NB20,PORTUGAL,8.1,0.37,62.9,6.6,18,1.07,23.2,0.77,11.53,0.5,31.93,1.47,60,7.07,42.3,2.57,0.37,0,92.07,12.13,59.87,3.33,289.67,47.4,64.63,3.17,290.6,47.37,70.93,3.53,281.37,44.33,65.4,3.6,281.47,45,54.77,1.7,302.07,47.93,71.9,78.4,74.04,78.96,73.14,19.8,1.43,68.33,7.8,28.07,1.77,18.1,0.47,20.43,1.17,32,1.67,79.3,9.77,40.2,1.97,0.43,0,95.43,12.2,57.1,3.3,298.93,48.4,63.5,3.07,299.6,48.37,69.57,3.7,290.53,46.07,59.3,3.27,293.73,47.23,75.47,2.37,267.93,35.87,71.46,78.1,73.84,78.41,73.39
NG12,PORTUGAL,0.47,0,52.37,3.7,0.53,0,46.97,2.97,0.4,0,44.97,2.9,13.23,0.67,57.13,4,0.07,0,52.87,3.7,88.9,6.93,213.17,29.93,90.1,5.57,216.93,30.33,94.3,6.27,206.6,27.9,100.07,7.67,206.03,27.5,83.33,3.63,227.47,29.53,77.38,81.87,78.76,77.61,76.68,1.07,0,63.1,5.63,1.97,0.03,52.47,3.3,2.2,0.03,51.13,3.27,20.97,1.9,60.07,3.9,0.2,0,61.57,5.33,86.6,6.23,219.1,30,89.8,5.5,217.03,29.2,92.6,5.83,208.07,27.67,97.4,7.63,208.07,27.7,99.23,3.97,199.97,22.17,78.25,82.33,79.47,78.37,77.59
NG11,PORTUGAL,0.77,0,50.73,3.63,0.2,0,59.83,4.53,0.07,0,60.87,4.93,17.53,1.2,55.33,3.77,1.4,0,32.67,1.5,88.8,6.63,213.83,29.7,90.17,5.8,218,30.63,94.33,6.67,207.93,28.07,99.23,7.4,207.73,27.97,81.83,3.53,232.27,30.33,76.99,83.2,79.49,77.37,75.38,1.6,0.03,61.63,5.7,0.53,0,65.77,5.43,0.47,0,68.7,5.8,25.17,1.93,58.63,3.83,2.8,0.1,37.63,2.1,86.7,6.1,219.9,30.3,89.73,5.5,218.7,29.67,92.1,5.7,208.73,27.83,96.3,7.3,208.9,27.87,97.3,3.47,205.7,23.37,77.88,83.61,80.21,78.13,76.3
NE15,PORTUGAL,1.07,0,37.9,2.43,0.37,0,51.4,3.87,0.13,0,60.13,5.1,13.23,0.53,55.53,4.13,0.73,0,40.77,2.53,82.23,5.9,235.87,34.6,81.8,4.83,240.8,34.23,84.07,5.47,223.2,28.87,91.1,6.9,231.5,32.1,73.1,2.7,260.53,36.37,77.73,84.13,79.75,78.75,75.14,2.9,0.03,44.17,3.33,1.3,0,55.33,4.3,0.57,0,64.17,5.37,20.63,1.1,57.27,3.67,1.67,0,47.37,3.57,78.83,5.03,245.93,35.93,79.9,4.8,244.17,34.67,82.63,4.53,228.8,29.73,86.77,6.07,240.27,33.5,87.5,2.53,235.93,28.2,78.46,84.4,80.31,79.4,75.81
NE16,PORTUGAL,0.7,0,38.7,2.7,1.3,0,35.67,2.03,0.63,0,42,2.43,13.23,0.53,61.77,4.9,0.9,0,44.7,2.87,82.73,6,232.3,33.57,84.1,5.1,239.07,34.17,86.53,5.6,225.47,30.53,91.97,6.77,229.73,31.63,74.13,2.73,258.6,36.03,77.8,82.49,78.5,79.64,74.52,2.13,0.03,45.3,3.6,3.27,0.03,38.9,2.03,2.67,0.07,47.57,2.87,20.63,1.1,64.97,4.77,2.07,0.03,52.47,4.2,80.5,5.27,242.23,35.43,81.57,5.03,243.23,34.93,85.03,4.77,230.43,30.57,88.03,6.13,237.63,33,89.23,2.6,233.9,27.77,78.56,82.83,79.1,80.34,75.21
NB11,PORTUGAL,20.57,1.4,43.17,3.3,3.07,0.13,45.47,3.03,2.1,0.1,60.2,5.53,53.37,6,45.8,3,0.1,0,103.2,14.3,60.33,3.37,285.03,46.4,66.47,3.6,282.4,45,70.77,3.73,268.83,41.63,67.33,3.73,276.4,43.8,56.27,1.77,297.5,46.43,73.6,82.3,77.69,79.69,74.14,33.4,2.67,46.67,3.8,6.27,0.17,42.5,2.7,3.83,0.03,62,5.9,76.73,9.1,43.97,2.43,0.03,0,106.23,14.3,58.57,3.53,294.43,47.43,64.67,3.53,291.53,46.37,69.57,4.27,278.9,43.63,61.3,3.3,288.57,45.87,75.93,2.5,262.5,34.67,73.26,82.14,77.75,79.43,74.46
NB12,PORTUGAL,16.63,1.1,43.3,3.33,1.17,0,69.83,7.03,0.53,0,87.6,10.13,50.6,5.33,50.8,3.57,0.17,0,88.83,11.43,63.5,3.63,280.03,45.13,64.07,3.5,279.93,44.23,67.67,3.47,264.27,40.03,69.67,4.07,271.17,42.47,57.57,1.8,295.73,45.77,73.7,84.73,79.73,80.2,73.73,28.17,2.1,46.8,3.7,2.03,0,66.77,6.43,1.27,0,86.37,10.07,75.9,9,49.9,3.27,0.1,0,90.97,11.27,60.63,3.63,288.97,46.27,62.47,3.07,287.53,45.37,65.7,3.57,273.63,41.97,63.97,3.6,282.87,44.53,76.67,2.4,260.57,34.3,73.4,84.6,79.9,80.13,74.04
NB10,PORTUGAL,1.8,0.07,76.77,9.23,4.23,0.2,38.77,1.87,2.97,0.17,52.53,4.07,69.07,8.2,38.03,2.13,0,0,126.63,19.6,61.03,3.6,286.27,46.57,67.53,3.67,286.37,46.47,71.87,3.77,275.83,43.4,64.6,3.2,281.23,44.2,55.23,1.83,300.4,47.57,73.72,81.28,76.75,79.44,74.85,6.23,0.2,82,10.23,9.37,0.53,34.83,1.7,6.3,0.17,53.33,4.5,87.1,11.13,36.7,1.67,0,0,128.8,19.37,58.7,3.67,295.73,47.83,65.53,3.33,295.53,47.83,70.17,4.07,285.03,45.03,58.37,2.8,293.67,46.77,75.33,2.47,265.37,34.9,73.62,81.12,76.76,78.92,75.21
NE00,PORTUGAL,4.43,0.07,36.47,2.2,0.53,0,64.07,5.43,0.2,0,70.27,6.63,27.8,2.27,46.57,2.8,5.23,0.03,34.1,1.9,79.77,5.47,244.57,35.9,77.03,4.13,245.47,34.1,80.47,5,219.9,27.27,88.7,6.13,234.93,32.9,70.27,2.3,268.23,38.1,77.14,85.58,81.43,79.89,74.19,8.13,0.23,41.97,2.7,1.67,0.03,66.43,5.73,0.63,0,75.57,7.07,38.87,3.27,45.97,2.6,7.53,0.1,38.2,2.1,75.03,4.7,254.93,37.93,75.87,4.07,249.6,35.33,77.87,4.2,225.33,27.3,84.97,5.83,241.63,34.27,87.63,2.23,239.23,28.7,77.71,85.7,81.9,80.46,74.88
NE01,PORTUGAL,1.6,0,39.13,2.57,0.3,0,71.17,6.7,0.07,0,78.53,7.83,19.47,1.17,47.13,2.87,0.27,0,56.9,4.97,80.93,5.63,243.4,35.93,76.83,3.97,241.63,33.07,80.47,4.63,214.57,25.5,88.7,6.03,235.73,32.33,70.53,2.5,267.37,38,77.47,86.24,82.04,79.24,75.96,3.6,0.07,45.4,3.27,0.47,0,75.1,7.2,0.23,0,82.57,8.37,26.17,1.6,47,2.57,0.53,0,63.17,6.2,76.2,4.67,252.3,37.67,76.1,3.87,246.23,34.37,78.07,4.07,220.37,25.63,84.57,5.6,242.93,34.3,87.17,2.27,239.1,28.83,78.14,86.4,82.53,79.85,76.58
ND08,PORTUGAL,15.73,0.83,26.7,1.2,16.13,0.93,27.9,1.07,11.93,0.53,29.2,1.47,49.13,4.93,35.87,1.37,14.37,0.53,18.5,0.53,77.23,5.07,250.83,37.57,76.73,4.07,253.77,37.13,80,5.1,243.83,34.77,87.27,5.97,229.53,31.6,69.67,2.17,271.37,38.9,77.5,79.95,76.93,80.03,73.49,22.23,1.3,31.5,1.47,20.6,1,27.17,0.7,16.2,0.6,31.87,1.17,61.57,6.43,35.93,1.5,17.87,0.67,19.97,0.6,72.3,4.33,261.27,39.67,75.77,4.2,260.43,38.7,78.17,4.27,250.43,36.53,85.33,6,236.83,33.67,86.9,2.23,239.37,29.13,77.78,80.1,77.39,80.47,74.14
ND09,PORTUGAL,9.37,0.5,33.3,1.7,3.73,0,43.2,2.8,2.27,0,47.03,3.23,28.9,2.43,42.67,2.33,10.93,0.33,24.83,0.93,78.5,5.37,246.67,36.57,78.33,4.23,249.77,36.27,81.57,5,233.27,31.8,88.5,6.1,232.2,32.2,70.1,2.13,269.83,38.87,77.07,82.86,79.25,80.2,73.52,14.63,0.63,38.07,2.23,7.23,0.17,44.13,2.47,5.53,0.1,50.67,3.47,39.1,3.3,41.43,1.97,14.6,0.47,25.77,1,73.33,4.53,256.57,38.4,77.33,4.57,254.23,37.43,79.53,4.47,239.13,32.7,85.5,6.07,239.27,33.97,87.63,2.2,239.07,28.77,77.53,82.98,79.71,80.7,74.21
ND06,PORTUGAL,29.7,2.1,20.73,0.8,23.17,1.7,18.17,0.43,18.87,1.07,22.1,0.77,42.27,3.97,37.63,1.93,21.57,1,13.37,0.4,74.83,4.43,258.23,39.17,76.7,4.33,257.77,38.37,79.23,4.7,251.73,37.1,87.3,6.17,234.77,33.63,68.03,2.13,276.33,40.27,76.45,79.67,75.72,81.21,72.74,38.03,3.2,25.17,0.77,27,1.83,16.3,0.27,22.47,1.37,23,0.63,49.67,4.57,37.2,1.53,26.07,1.5,14.77,0.33,71.37,3.87,268.17,41.2,74.27,3.8,266.47,40.47,77.13,3.87,258.93,39.03,84.03,5.83,242.83,35.37,85.6,2.13,243.43,30.27,76.47,79.84,76.21,81.54,73.35
ND07,PORTUGAL,23.27,1.3,22.27,0.8,19.37,1.27,21.73,0.67,14.93,0.77,24.6,1.03,39.57,3.47,37.6,1.77,19.33,0.87,14.27,0.33,74.6,4.37,257.9,39.2,76.8,4.17,254.77,37.87,79.87,4.97,247.13,35.8,87.7,6.13,231.77,32.57,68.53,2.23,273.53,39.77,77.67,79.7,76.22,80.54,73.25,30.13,2.17,26.77,0.93,23.93,1.5,20.1,0.5,19.73,0.87,26.33,0.83,48.2,4.37,37.17,1.63,23.1,1.1,15.7,0.37,70.83,3.77,267.9,41.23,74.97,3.9,262.73,39.4,77.8,3.9,255.1,37.8,85.2,6.03,239.9,34.63,85.97,2.17,241.07,29.73,77.77,79.86,76.7,80.93,73.88
ND04,PORTUGAL,45.53,4.2,16.87,0.37,29.13,2.4,13.6,0.23,25.17,1.53,19,0.57,60.07,6.6,35.17,1.57,27.2,1.57,11.9,0.4,73.4,3.57,269.1,40.77,75,4.27,263.3,39.7,77.63,4.13,259.37,38.6,85.3,5.63,242.47,35.33,64.5,1.83,282.83,42.13,74.63,79.21,74.46,80.89,71.87,58.73,5.73,21.13,0.43,33.33,2.57,11.23,0.1,29.13,2.03,19.27,0.5,70.7,7.83,34.5,1.37,32.4,2.23,12.6,0.23,68.97,2.8,277.83,43.03,72.87,3.87,272.03,41.5,75.57,3.6,267,40.4,81.5,5.47,250.67,36.87,82.43,1.9,252.17,32.07,74.48,79.35,74.96,81.12,72.44
ND05,PORTUGAL,37.27,2.93,19,0.6,27,2.03,16.53,0.37,23.3,1.37,21.07,0.73,57.77,6.27,36.23,1.67,24.37,1.23,12.63,0.37,75.47,4.27,260.9,39.53,74.63,4.03,261.87,39.1,77.8,4.07,257.4,38.2,86.53,6.13,237.87,34.4,66.23,2,280.1,41.5,75.28,79.62,75.26,81.65,72.28,47.7,4.3,23.07,0.6,30.8,2.23,13.73,0.13,26.73,1.77,21.37,0.57,69.4,7.67,35.53,1.53,28.93,1.77,13.9,0.27,71.5,3.63,271,41.67,72.57,3.57,271.43,41.2,74.97,3.33,265.77,40,82.9,5.63,245.37,35.8,84,1.97,247.57,31.2,75.22,79.8,75.77,81.91,72.87
